split,query_index,ids
evaluation,4312,85552;996;82682;41026;85088;57089;5844;762;40725;33016
evaluation,4313,70514;86150;31132;41632;15182;33904;41658;31186;95769;8276
evaluation,4314,9592;9212;45340;41396;41301;44864;10740;40962;11288;23626
evaluation,4315,66988;9520;44954;49188;45875;85676;38532;43218;45026;12558
evaluation,4316,42784;14891;41619;12197;59750;58538;94342;11516;17140;12254
evaluation,4317,19336;19468;76874;34010;13084;24482;88561;88670;21098;31435
evaluation,4318,65704;23872;70858;9354;6646;97738;70838;70896;9523;89506
evaluation,4319,35960;2630;12716;91500;20198;622;91396;91588;14348;13310
evaluation,4320,18346;22718;96146;32026;28154;51324;28151;8648;31802;1322
evaluation,4321,70514;86150;41632;31132;31510;33904;95769;41658;15182;8276
evaluation,4322,35142;34942;35113;35348;2979;3200;3956;2900;88740;12947
evaluation,4323,12262;11910;11970;13242;14952;43726;16476;43920;14836;78258
evaluation,4324,14836;14952;11910;10071;16476;10798;20505;11970;89472;79301
evaluation,4325,80264;79780;46026;22412;20690;11304;20474;26955;3296;99756
evaluation,4326,60333;49079;8912;3792;354;82505;82776;92736;87898;5094
evaluation,4327,27878;7510;9744;8026;96444;7552;96414;62710;82659;7746
evaluation,4328,77266;39820;87516;43658;7048;48690;1268;35156;29616;71483
evaluation,4329,63085;38092;36344;63704;35836;34762;12322;27396;58558;51894
evaluation,4330,28550;9658;63484;9210;9042;12846;12206;12535;13444;7108
evaluation,4331,69106;11756;86654;14062;28512;7226;28988;15334;99020;35032
evaluation,4332,70514;86150;15182;95769;33904;58050;8276;39440;59638;61188
evaluation,4333,75684;68110;67287;71316;75522;62501;81270;18302;76618;75338
evaluation,4334,23872;9354;65704;89506;65968;70858;71370;70896;6646;9523
evaluation,4335,90605;10598;496;2500;91025;32536;1330;7504;7150;14544
evaluation,4336,17382;80784;44656;24486;34590;910;78652;95932;88676;780
evaluation,4337,33556;78552;63500;33030;13978;31574;71488;97124;31366;69818
evaluation,4338,20902;82328;390;34968;67756;69318;30674;1906;77080;13975
evaluation,4339,93974;46058;8660;6406;4666;13234;4332;96150;93074;45206
evaluation,4340,44864;17066;4118;50941;46392;9055;53798;53799;41396;79266
evaluation,4341,18292;33782;62182;65981;77982;23100;24160;9548;18786;14314
evaluation,4342,73686;42470;42442;73045;15840;73902;15748;54252;42683;16040
evaluation,4343,24114;61762;95082;10832;10834;23061;43918;11210;11262;53274
evaluation,4344,23804;39006;610;20086;51576;30110;532;19912;19018;19714
evaluation,4345,45688;41570;37636;65377;97124;29122;21884;35268;32080;12228
evaluation,4346,26886;33939;36636;26328;5098;75576;36338;79726;35987;20814
evaluation,4347,37422;15040;38300;12946;38536;91884;14812;84748;12898;13218
evaluation,4348,95930;27111;4666;14684;6406;9106;93074;21986;81360;7788
evaluation,4349,80018;34988;18018;55450;50812;33598;29872;24043;97920;5623
evaluation,4350,71386;71824;28958;27228;19640;30194;83184;33598;49413;23216
evaluation,4351,72086;31312;4068;29114;24092;39678;62162;27266;6106;71106
evaluation,4352,51564;50031;62162;24043;97254;50812;51174;55450;46339;31790
evaluation,4353,53357;85936;55388;44354;68262;19004;19852;18792;26478;56094
evaluation,4354,81948;1146;9606;898;55652;11070;20364;5174;10979;60251
evaluation,4355,11162;22306;3828;18352;36052;53332;1734;34644;38632;27494
evaluation,4356,5844;82682;85552;85088;15419;98853;17052;1342;66765;56460
evaluation,4357,87314;70131;69106;71866;89899;21694;9928;79646;85328;47806
evaluation,4358,53707;75292;170;8032;17474;58970;50268;34690;24850;74424
evaluation,4359,4960;91852;7022;85138;5570;4276;96328;76932;45206;4946
evaluation,4360,28396;95330;420;53707;7822;9810;75292;58970;46450;52156
evaluation,4361,8900;420;93530;59320;47090;4952;887;5428;90454;1234
evaluation,4362,26476;14350;64860;43938;4044;56582;92856;5656;88228;32264
evaluation,4363,96220;9940;86621;798;429;63455;74334;91864;14536;29656
evaluation,4364,56922;47878;10310;574;91026;70192;47754;60336;3314;33556
evaluation,4365,60112;80403;93922;96944;36385;26030;5002;96718;64882;59807
evaluation,4366,63649;65656;64750;68794;83276;8252;83502;63044;22120;64404
evaluation,4367,5844;82682;85552;85088;15419;1342;98853;17052;66765;56460
evaluation,4368,93011;8914;54586;92040;53132;16381;64824;74540;86294;93494
evaluation,4369,2618;36520;9890;65088;5375;42790;36210;46758;67822;34762
evaluation,4370,72484;39843;39416;81768;88748;23484;39576;32294;94214;81338
evaluation,4371,75516;88748;90635;97662;99538;11702;94214;97576;39640;99539
evaluation,4372,60333;3792;67552;64852;20902;8912;354;99678;20302;22620
evaluation,4373,67262;4960;91852;5570;7788;37422;30962;63710;88788;14402
evaluation,4374,44954;45026;45930;29186;45875;46022;49980;38750;7988;12946
evaluation,4375,62579;16294;62470;1160;17891;20120;18026;62124;58876;18190
evaluation,4376,98946;50771;99234;32958;79807;79485;30244;28298;88595;2526
evaluation,4377,17028;1155;20486;17046;990;32842;3114;4428;54396;73666
evaluation,4378,74010;26950;75128;71461;5684;74352;75920;2639;71710;8814
evaluation,4379,4666;21986;27111;9750;6406;33463;95930;12176;398;10156
evaluation,4380,38750;75714;70848;2746;74486;87336;67996;8291;30957;2951
evaluation,4381,6360;5782;6351;6418;5542;5407;6310;13868;50746;3416
evaluation,4382,10979;11070;53536;1155;54396;10978;61410;14182;46146;13212
evaluation,4383,48736;99564;34972;51230;7226;16208;62790;32340;27266;40338
evaluation,4384,72000;31142;32160;99464;90720;65370;32120;29446;52462;76024
evaluation,4385,23872;9354;65704;6646;71370;9523;70858;89506;70896;11075
evaluation,4386,54541;29858;30644;32394;3646;34013;32422;31366;57514;8258
evaluation,4387,496;1330;32536;32754;75564;13514;92354;2500;32776;91025
evaluation,4388,59461;76268;83614;85574;63022;439;25668;65698;29304;25178
evaluation,4389,78552;33556;71488;74895;63500;33030;72996;13978;2621;97124
evaluation,4390,5570;4960;91852;6406;24162;93974;4666;60042;23822;82868
evaluation,4391,85552;996;82682;41026;85088;5844;57089;2462;762;98853
evaluation,4392,7452;99466;27158;27476;8164;33306;18212;33446;79218;42602
evaluation,4393,14836;14952;11910;10071;20505;16476;79301;89472;22;11970
evaluation,4394,97124;78552;50252;13958;79328;13484;33556;72996;13978;13670
evaluation,4395,6360;5782;6418;6351;5542;5407;19272;50746;3416;10444
evaluation,4396,74642;72856;62162;51564;83816;16374;32456;78568;96854;25722
evaluation,4397,71876;26780;8012;31318;22000;24263;28536;1082;99324;99334
evaluation,4398,80509;41642;22082;12968;62104;99350;78144;31212;25430;88250
evaluation,4399,25430;4494;28188;94954;5149;22666;95674;95030;47424;41570
evaluation,4400,83033;95932;7436;94242;97724;35547;8620;34542;4169;37806
evaluation,4401,2630;35960;14348;13310;91500;91396;7276;54812;59636;83586
evaluation,4402,3792;55075;20902;67638;51894;27970;50908;48752;22780;2592
evaluation,4403,38248;41171;21958;82180;7178;58074;19107;36064;21906;48503
evaluation,4404,3171;3894;25635;53274;38558;3979;54730;5024;16210;81411
evaluation,4405,9592;9212;45340;41396;26434;41301;8691;62228;86580;57468
evaluation,4406,77737;15916;49806;9552;34026;81448;59580;58538;81038;82774
evaluation,4407,38750;75714;2746;70848;7630;74486;74995;2622;87336;67996
evaluation,4408,22836;22551;3140;26338;86016;45174;17014;51352;21016;50974
evaluation,4409,28550;9210;63484;12535;9426;38546;15526;9042;13444;65437
evaluation,4410,88196;58056;40406;85998;40594;49297;39926;44574;29730;9170
evaluation,4411,24114;61762;95082;30288;10834;23061;53274;10832;43918;11262
evaluation,4412,11970;43920;14952;12262;78258;13242;43726;11910;13027;14836
evaluation,4413,95606;34791;30957;25932;23527;7988;46758;27124;26292;49188
evaluation,4414,5844;82682;66875;1342;85088;85552;17052;98853;66765;15419
evaluation,4415,38092;36344;63085;63704;51894;34762;35836;22546;12322;48752
evaluation,4416,36862;17483;74800;29748;3016;82505;424;48912;31034;60166
evaluation,4417,9212;9592;45340;44864;23626;41396;72932;57349;72732;41301
evaluation,4418,89472;43920;77384;11970;43726;13242;74816;16476;11910;12122
evaluation,4419,24114;95082;61762;10834;30288;23061;10832;53274;43918;11262
evaluation,4420,42006;40478;51632;78858;49560;65717;52266;11038;76272;35914
evaluation,4421,7724;89808;92802;19680;19828;25786;31162;7500;93094;8138
evaluation,4422,7452;27158;99466;27476;33306;8164;18212;3032;97789;42602
evaluation,4423,2967;4767;78930;92050;52886;25350;29978;98424;89842;73849
evaluation,4424,15006;9382;90145;4699;300;7019;32716;11600;86826;23210
evaluation,4425,73686;73902;54252;73045;15748;42470;15840;42442;16040;42683
evaluation,4426,18904;80108;60662;61945;63924;83100;16631;6204;15822;61880
evaluation,4427,3792;55075;27970;51894;20902;67638;50908;27494;48752;2592
evaluation,4428,46062;35040;3434;887;4859;88388;7986;81360;4952;81372
evaluation,4429,37055;25792;29804;88267;43486;5656;72732;21491;52444;7820
evaluation,4430,15226;15284;8320;41902;8480;27908;15205;10347;15448;11568
evaluation,4431,33556;69818;78552;97124;16278;63500;31366;79328;33030;7138
evaluation,4432,59461;83614;85574;76268;25668;65698;439;31152;63022;25958
evaluation,4433,16234;14181;24208;27818;48506;87576;22896;28190;8234;46916
evaluation,4434,63562;86396;9839;94393;1260;20006;98472;24102;64674;67244
evaluation,4435,12952;53190;4254;86092;53398;7710;83048;50750;53812;83102
evaluation,4436,28970;95463;31838;30870;23207;52588;31650;67200;28754;28691
evaluation,4437,44864;9212;9592;23626;41052;2543;57178;1000;61636;41396
evaluation,4438,65606;17186;4666;92050;87798;96603;17210;3975;93036;44954
evaluation,4439,99434;340;376;88625;63880;69619;88388;49866;60673;65556
evaluation,4440,17028;33296;85087;79164;20192;90786;9034;73666;67510;17902
evaluation,4441,61188;4750;49838;53215;71154;48360;3670;70680;43512;44067
evaluation,4442,23484;89838;89001;22494;13892;69196;39416;97576;24504;32016
evaluation,4443,91540;10663;1714;14960;14856;43894;34483;3980;11380;80786
evaluation,4444,92802;8138;8291;36134;732;4832;37450;36256;51148;14764
evaluation,4445,68922;24850;15996;93190;20190;20186;16850;16830;21660;54314
evaluation,4446,5844;17052;1342;15419;73045;19526;85088;54252;17632;74110
evaluation,4447,88388;32770;5983;28878;11982;81598;26136;19270;7466;19422
evaluation,4448,4960;91852;5570;4946;45206;4276;96150;95304;85138;82505
evaluation,4449,74912;51326;60305;3246;71382;52618;95621;92428;46450;56155
evaluation,4450,73686;42442;42683;42470;73902;73045;1579;54252;15748;16040
evaluation,4451,11970;43920;11910;43726;13242;12262;13027;78258;12122;77615
evaluation,4452,10663;91540;1714;14960;80786;11380;74649;14856;72643;66264
evaluation,4453,8914;54586;92040;67834;64824;79780;27814;72728;78988;45412
evaluation,4454,18904;16631;60662;61945;80108;83100;63924;61880;32264;15822
evaluation,4455,14902;67122;25635;24114;59168;91436;41060;46426;45111;10832
evaluation,4456,3792;55075;20902;67638;51894;50908;27970;48752;60333;2592
evaluation,4457,9592;9212;41396;44864;72758;45340;41301;32734;23626;11288
evaluation,4458,9146;82729;59762;2222;95274;1064;94342;86259;1270;86016
evaluation,4459,37055;25792;31139;85161;38398;61880;56582;61945;52444;29804
evaluation,4460,19579;75117;71142;35054;65002;37055;14844;59709;57538;30998
evaluation,4461,17028;10392;1155;85087;33296;8016;20486;5259;53836;4910
evaluation,4462,496;1330;32754;32536;99709;91025;8214;3462;2500;54194
evaluation,4463,33165;24236;14895;31264;77510;14843;59502;4210;11288;5656
evaluation,4464,10008;9472;44954;45026;45930;972;1000;13166;45875;10056
evaluation,4465,71386;71824;28958;99472;21028;78846;95769;16710;44292;19640
evaluation,4466,58882;59102;99714;82150;4496;38333;38198;31035;41581;13840
evaluation,4467,28970;31838;27290;28962;30870;28691;23207;31650;81666;20424
evaluation,4468,72579;30399;50373;10540;69156;11874;31035;8244;10042;69226
evaluation,4469,32080;41570;37636;45688;95674;93524;49120;26198;35268;56930
evaluation,4470,85446;2487;2056;4368;86351;2544;1014;6262;5564;5407
evaluation,4471,96456;81522;2692;24682;94146;32598;97636;33904;3039;3094
evaluation,4472,85584;69322;4116;43874;49980;44925;44096;46582;86723;84488
evaluation,4473,16084;429;60140;29140;16948;19518;93741;16716;31392;15967
evaluation,4474,89762;99464;90720;72000;50491;31142;99044;31819;78402;89894
evaluation,4475,65704;6646;70858;5222;70838;71370;70896;23872;70942;97738
evaluation,4476,7504;6006;10472;10528;6410;7410;14544;7434;5895;82520
evaluation,4477,76536;32476;3260;77328;34370;56110;26229;33786;23066;51156
evaluation,4478,66314;94616;61062;60254;20650;62364;71758;58471;10988;8907
evaluation,4479,29830;92824;86891;4186;64598;35476;250;4428;38535;13542
evaluation,4480,98588;17756;68404;38680;21690;38184;67915;38220;50216;88130
evaluation,4481,65968;9606;55652;24782;15394;47926;1146;81948;11070;46616
evaluation,4482,85446;2544;2056;2487;4368;86351;1014;5564;1880;594
evaluation,4483,26514;29160;13484;25840;94988;26240;27158;51276;29734;28962
evaluation,4484,88550;49848;1338;28676;89808;50008;50480;19416;15944;93094
evaluation,4485,24114;95082;61762;10834;30288;23061;10832;53274;43918;11262
evaluation,4486,10008;9472;44954;45026;45930;1000;13166;972;45875;10056
evaluation,4487,65656;64750;63649;83276;64404;68794;69697;68842;92157;17748
evaluation,4488,43920;89472;11970;13242;77384;12122;16476;43726;13027;11910
evaluation,4489,46960;65581;17498;672;12412;17626;11060;74250;50298;49872
evaluation,4490,35040;46062;3434;81360;7788;73268;46394;30962;4952;31210
evaluation,4491,84995;9160;22860;98582;22416;21952;14828;91254;27434;11524
evaluation,4492,25102;76024;96797;30536;82350;28960;93226;82952;29446;27700
evaluation,4493,11032;62994;80403;35494;68052;1384;35114;33904;21964;32598
evaluation,4494,9174;74872;27371;42583;46726;91118;17498;87344;53688;3894
evaluation,4495,68922;24850;15996;93190;80987;20800;16850;16830;97102;17284
evaluation,4496,33914;48176;45228;21110;89201;46392;71874;2948;17530;36370
evaluation,4497,41770;73242;64852;78172;29934;98810;45373;66622;90974;5700
evaluation,4498,8638;1684;4196;6156;91242;24850;541;2392;1372;59320
evaluation,4499,3171;3894;53274;25635;38558;3979;54730;5024;41122;81411
evaluation,4500,71963;49252;77234;30921;15128;9712;1800;8138;12090;54678
evaluation,4501,17186;65606;92050;89548;17210;61616;90534;86192;87688;98102
evaluation,4502,75292;53707;3246;34690;17474;3954;23007;170;29108;21890
evaluation,4503,46022;93036;25932;4946;15774;23746;3975;27100;4528;88206
evaluation,4504,99434;7998;376;340;63880;88625;36471;71168;88388;72884
evaluation,4505,6743;6710;7170;6708;7110;13114;2570;12008;9299;9130
evaluation,4506,85446;2544;2056;2487;1014;5564;6262;4368;1880;582
evaluation,4507,75516;94214;88748;90635;39640;99538;39936;97662;62222;39949
evaluation,4508,59050;2234;18256;21054;23630;40406;12694;23866;11887;24400
evaluation,4509,2630;622;35960;66928;13310;50588;13888;14348;8879;8854
evaluation,4510,44656;13534;69708;78652;58212;6478;99498;24486;7636;59592
evaluation,4511,19852;19004;98002;85936;68262;3438;49302;31550;70736;18792
evaluation,4512,55388;58990;52340;53357;54109;56024;56964;19004;68262;18792
evaluation,4513,70784;13087;95030;69256;94954;9972;37102;59266;43374;81392
evaluation,4514,89472;77384;77615;74816;21466;73730;73680;23338;13027;12262
evaluation,4515,17186;89548;17210;5024;90534;946;1176;86192;27616;42218
evaluation,4516,9212;9592;45340;81893;7988;22752;53406;80112;72758;36592
evaluation,4517,21110;89201;28023;55516;4250;26616;61600;1324;26086;84802
evaluation,4518,76874;13084;19336;21098;19468;31435;34794;39624;88561;34484
evaluation,4519,9628;12614;10438;11828;65198;12834;98166;76563;24581;6894
evaluation,4520,76136;42932;43392;43152;87028;3570;68898;24010;4664;46026
evaluation,4521,96944;93922;64882;19050;65392;10959;44930;65562;17283;19133
evaluation,4522,43498;98872;63472;73474;39040;72695;50040;43460;42740;4740
evaluation,4523,15419;85552;5844;82682;85088;1342;17052;98853;6134;56460
evaluation,4524,11070;26970;25442;78760;61934;52420;11142;30957;33750;28818
evaluation,4525,27476;27158;99466;7452;33306;18212;79218;3032;11930;90896
evaluation,4526,46868;64308;26528;38468;89870;43858;59344;11168;30282;23770
evaluation,4527,3894;3171;53274;18700;3979;12486;36134;16210;18310;54730
evaluation,4528,28691;28970;23207;30870;28754;31650;4372;30518;31838;27290
evaluation,4529,50974;67963;26086;49980;84488;63835;32719;15520;27970;85818
evaluation,4530,7988;45875;84748;84657;25932;2880;28528;29186;30359;9520
evaluation,4531,14778;63704;3662;4020;63085;38092;1366;14402;31627;36344
evaluation,4532,28692;4192;81840;74256;30970;31706;94877;29108;4016;21528
evaluation,4533,57182;56934;2526;98946;33540;88986;34458;30166;50771;89042
evaluation,4534,37055;29804;67963;51164;25792;85818;43486;52444;79944;28254
evaluation,4535,37422;13218;84748;89501;12946;12558;85676;12898;14812;49188
evaluation,4536,95825;32719;85584;43874;49788;22546;29186;25056;49980;86259
evaluation,4537,18190;282;70068;60440;20120;58876;16294;60048;15102;70139
evaluation,4538,71876;42656;31318;89250;24263;17458;24098;28536;62044;5168
evaluation,4539,57757;55806;50548;26780;14512;76944;25047;77402;83184;78683
evaluation,4540,4496;99714;79952;77554;21886;39588;84901;39216;21870;58050
evaluation,4541,70514;86150;15182;95769;81338;31132;57124;41632;31186;33904
evaluation,4542,39936;51546;62692;57124;16406;72484;18388;32282;79324;86150
evaluation,4543,85998;40594;39926;49297;88196;40406;29402;36600;58056;44574
evaluation,4544,94846;96876;97259;97806;94434;32170;28188;94570;8230;90025
evaluation,4545,19334;45090;39830;7284;40542;36860;39546;24315;96796;6462
evaluation,4546,22749;48140;33750;78652;17382;87576;35456;22252;70736;68945
evaluation,4547,1146;9606;81948;5174;898;10979;13084;55652;13074;11070
evaluation,4548,34453;53428;3646;19132;34013;7754;56474;27780;57514;56922
evaluation,4549,496;1330;32536;32754;99709;2500;75564;13514;89870;32776
evaluation,4550,14434;83914;8016;11974;96125;41528;21952;64736;58215;52956
evaluation,4551,73902;31597;15840;94877;15748;73686;74110;42470;89016;98966
evaluation,4552,18060;32874;83160;99654;50072;27270;83064;83317;28434;37938
evaluation,4553,21652;4934;66952;23851;33384;85308;22120;64688;412;30288
evaluation,4554,38345;35058;61630;7974;39694;39403;9012;17268;15944;61556
evaluation,4555,27158;99466;7452;42602;3032;18212;79218;27476;8164;33306
evaluation,4556,85936;86621;75986;33492;68262;48832;24592;40368;40208;4440
evaluation,4557,73686;42470;73045;54252;73902;42683;42442;15840;15748;16040
evaluation,4558,99654;88792;11603;10802;83160;28826;85424;65006;44732;44742
evaluation,4559,18060;98198;2894;76492;27270;66836;67200;94218;99654;45875
evaluation,4560,946;1034;82398;81494;1011;26772;61272;33626;42340;29250
evaluation,4561,1398;318;29748;1362;99768;25860;1332;1449;11938;1594
evaluation,4562,97806;97259;96876;14726;32442;28188;49986;16402;98276;31318
evaluation,4563,2948;33914;48176;46392;21110;89201;17530;47396;45228;38574
evaluation,4564,3792;99678;50908;67638;92050;354;60333;1450;2318;55075
evaluation,4565,46062;35040;3434;7986;88388;87274;49382;2068;887;42488
evaluation,4566,29186;66988;84657;25932;7988;45875;49188;49980;33626;9520
evaluation,4567,77737;34026;91524;99891;82774;9552;59580;15916;81448;27564
evaluation,4568,63085;38092;35836;36344;50908;63704;75668;51894;77080;48752
evaluation,4569,23234;37055;60662;25792;61880;61945;56582;52444;6204;63652
evaluation,4570,87800;10300;15040;9520;37422;84748;12558;49188;65150;12898
evaluation,4571,89250;71876;28536;25047;42656;68170;76944;94954;24263;93524
evaluation,4572,78972;50180;26506;91582;56882;75074;26842;7386;56099;77826
evaluation,4573,17382;24486;12016;44656;34590;46408;98245;97724;48506;35456
evaluation,4574,19336;19468;21098;34010;76874;13084;34794;1094;22926;34103
evaluation,4575,23872;65704;6646;9354;71370;70858;70896;97738;9523;5222
evaluation,4576,45065;56446;45148;80290;48984;62984;50314;75858;48806;31080
evaluation,4577,10310;91026;90942;56044;59;574;522;13712;7059;6842
evaluation,4578,14062;5068;91580;50218;87314;36304;87297;99089;27266;13840
evaluation,4579,94877;29108;26994;98966;90550;4732;88944;21528;1579;3812
evaluation,4580,96125;90522;52616;20974;84524;21952;64736;20700;58215;15512
evaluation,4581,15419;85552;5844;85088;82682;1342;98853;17052;6134;996
evaluation,4582,81277;34476;86291;21470;17668;21971;73128;35918;86870;612
evaluation,4583,83160;99654;50072;35544;88792;11978;11082;10802;11798;11603
evaluation,4584,94877;26994;29108;98966;4732;90550;88944;21528;88918;26943
evaluation,4585,25442;26970;78760;11070;61934;28818;52420;11142;33750;30957
evaluation,4586,92802;36134;8138;4832;26994;26943;72954;14764;16454;74555
evaluation,4587,67104;78172;73242;15392;5700;38887;64852;14432;80093;43308
evaluation,4588,35040;46062;7986;3434;87274;88625;46394;79794;7998;77771
evaluation,4589,71174;16406;7686;86150;72484;99022;81338;24906;32380;24686
evaluation,4590,27396;26000;66242;63652;56588;51747;52650;77152;11372;51866
evaluation,4591,35142;34942;35113;35348;3200;2979;2900;88740;3956;12947
evaluation,4592,99472;95769;81768;81338;72484;97530;23484;97662;71174;32294
evaluation,4593,27158;27476;42602;99466;7452;3032;11930;33306;97789;18212
evaluation,4594,11162;12211;22306;18352;9870;36052;53332;51884;25830;30760
evaluation,4595,19566;14070;58056;13886;88196;38282;99036;97228;19264;47966
evaluation,4596,65136;23007;73307;76818;18904;17422;86288;80112;67128;87952
evaluation,4597,6930;27664;87715;7191;80664;880;584;42836;85218;3742
evaluation,4598,22836;87728;22551;50974;65410;26086;26338;2816;17014;3140
evaluation,4599,76880;97920;19449;26960;39748;45932;29872;80658;33414;62764
evaluation,4600,9468;91580;38198;87314;38333;39286;69106;77402;35032;2315
evaluation,4601,72579;60858;38964;50373;16612;39180;19542;69536;10540;93120
evaluation,4602,44954;13218;12558;45026;87336;9520;1000;43704;45875;84748
evaluation,4603,7686;81338;71174;16406;99472;86150;95769;24906;81768;23638
evaluation,4604,39462;30232;30282;51324;22718;98166;45764;83456;54723;35124
evaluation,4605,71388;73570;74646;95274;63598;3781;27372;44374;9055;4250
evaluation,4606,39006;19714;30110;51576;20086;31242;25482;532;23096;29582
evaluation,4607,41472;75294;16428;2190;38728;80338;85388;85110;39296;67380
evaluation,4608,28034;92284;13711;13523;17382;27600;26883;3679;36978;7760
evaluation,4609,158;82110;4031;15716;31108;31042;47926;65998;28816;44608
evaluation,4610,46675;49363;47269;46764;36064;83704;23554;88782;99384;46804
evaluation,4611,71174;16406;86150;32380;72484;99022;58632;24686;99472;18748
evaluation,4612,35494;62994;11032;21964;32416;3468;1384;6396;77960;36385
evaluation,4613,8006;19579;3010;40946;4856;74944;61880;23408;63652;6204
evaluation,4614,45820;45932;21400;64852;33882;35832;3496;52172;87388;18640
evaluation,4615,78760;28818;25442;15709;33750;71470;23527;22262;87576;27818
evaluation,4616,83160;99654;28826;32874;11603;10802;50072;11082;26091;88792
evaluation,4617,10008;9472;44954;45026;1000;13166;45930;972;45875;10056
evaluation,4618,38248;82180;15646;7178;19107;41171;8302;58074;46137;1462
evaluation,4619,35040;46062;3434;7986;87274;88388;46394;88625;887;7998
evaluation,4620,158;82110;4031;15716;31108;31042;47926;65998;28816;47994
evaluation,4621,84524;64736;5630;8362;13900;76992;58114;48416;66202;49772
evaluation,4622,99434;340;376;88625;63880;69619;14843;60673;21016;19674
evaluation,4623,22836;26086;50974;22551;29186;49980;54806;45174;3140;87728
evaluation,4624,77737;9552;34026;91524;15916;92942;81448;96040;99891;82774
evaluation,4625,73570;71388;27372;4250;74646;9055;95274;51830;94282;44920
evaluation,4626,27158;27476;7452;99466;8164;42602;18212;33306;11930;3032
evaluation,4627,53791;19334;45090;39830;36860;7284;40542;96796;39546;6462
evaluation,4628,20350;73366;79818;34628;15128;17578;59702;27370;9742;670
evaluation,4629,86956;51326;91988;50487;86577;60420;420;74912;15740;88788
evaluation,4630,95330;30970;68994;58322;52924;86956;34091;31706;442;29108
evaluation,4631,88422;86577;15740;88788;86956;54244;420;60465;46450;87336
evaluation,4632,8900;9810;7822;87946;9226;5428;95330;88788;52358;59584
evaluation,4633,92802;8138;51148;89340;84300;28426;26994;10494;44131;4832
evaluation,4634,64882;96944;5112;326;17406;31410;82456;17119;5002;39424
evaluation,4635,31819;31868;42314;32120;89762;34504;82350;50491;32160;28960
evaluation,4636,1260;22532;97374;20214;3114;1732;36378;69857;4248;50652
evaluation,4637,496;1330;32536;32754;32776;2500;75564;1998;3462;13514
evaluation,4638,24263;71876;89250;25047;31318;76944;26780;42656;68170;27691
evaluation,4639,69106;70131;41570;7226;77402;47806;37228;78702;21694;51842
evaluation,4640,67104;30726;38887;15392;26368;54569;10710;40029;10387;4451
evaluation,4641,22492;24836;34724;87120;81277;34476;86291;75086;21971;35814
evaluation,4642,81740;20612;98006;53284;96603;79104;65880;1340;97959;87688
evaluation,4643,37055;25792;3926;17720;77480;43486;72732;72119;33736;67963
evaluation,4644,97920;29872;66098;59432;6732;33598;80018;35014;40254;38112
evaluation,4645,89472;43920;11970;77384;13242;43726;74816;13027;12122;12262
evaluation,4646,2267;4322;5001;10004;4500;96444;38345;39694;96414;1494
evaluation,4647,46675;49363;47269;46764;83704;69263;56998;5366;36064;88782
evaluation,4648,12710;13580;896;3679;19196;13523;85087;57566;84995;59132
evaluation,4649,89472;77384;43920;13242;11970;74816;12122;43726;13027;12262
evaluation,4650,76623;74740;61556;5348;10004;57905;4322;9012;51702;23851
evaluation,4651,99654;83160;84748;83317;83064;35544;65006;44742;11082;50072
evaluation,4652,41588;52476;53212;23928;19002;43071;64598;17483;4588;34232
evaluation,4653,60333;99678;3792;67552;67638;20902;20302;64852;45791;22248
evaluation,4654,88595;86446;30244;32958;99234;79807;98946;50771;27574;85900
evaluation,4655,71876;68170;89250;25047;42656;47424;94954;99324;69106;72190
evaluation,4656,99564;70131;63343;31035;85328;99749;75062;79358;69106;99020
evaluation,4657,29747;78846;97254;56112;39748;43768;5623;34536;81818;17508
evaluation,4658,65377;45688;37636;21884;35268;66595;56930;80810;26512;29122
evaluation,4659,97259;97806;98276;96876;99952;14726;32442;16402;66101;31318
evaluation,4660,26574;51572;92321;24102;22160;18868;16027;12347;38260;23196
evaluation,4661,55964;16600;3136;6851;31435;34794;22798;22720;56766;48690
evaluation,4662,79658;13900;8320;81850;77660;16650;15746;15819;8480;10424
evaluation,4663,16802;67979;23771;24356;17604;18330;20152;20446;19130;27094
evaluation,4664,80771;32282;79324;60806;39296;13892;73584;13768;49413;43336
evaluation,4665,59050;18256;23630;17412;2234;8538;12694;1882;11887;7989
evaluation,4666,17842;46752;41472;80338;39296;1148;17048;93591;36503;75294
evaluation,4667,65656;64750;83276;63649;64404;71084;92157;83502;69697;68842
evaluation,4668,93448;16420;22862;16952;3166;18746;53208;78783;15212;12127
evaluation,4669,71470;15709;78760;33750;27818;25442;28818;71330;23527;22262
evaluation,4670,115;23804;36908;19714;2742;38090;45046;43347;25482;10595
evaluation,4671,74649;3864;73248;1449;8914;77178;45412;4524;802;65136
evaluation,4672,42556;84858;15996;60955;52631;5112;4262;9182;18060;31866
evaluation,4673,45054;79714;45500;46234;54730;61762;11119;60352;81411;45879
evaluation,4674,35040;46394;46062;4952;79794;7788;49382;7986;81360;30962
evaluation,4675,9592;23626;9212;44864;41396;45340;10342;9190;41301;86580
evaluation,4676,53284;38086;38016;98006;13444;90534;79492;79104;96603;87688
evaluation,4677,78172;3596;11628;6194;15392;15624;96060;42100;80914;10676
evaluation,4678,24846;35547;96584;62756;34542;6567;92214;98012;59256;54194
evaluation,4679,10314;28114;32444;99681;67790;27662;99821;62944;26032;2178
evaluation,4680,9712;54678;15128;15604;61784;14764;11328;74555;14498;15552
evaluation,4681,98853;85552;6134;996;5844;85088;82682;57089;15419;56460
